Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Myles Creek Bar and Restaurant,http://www.mylescreekbarguesthouse.ie,353659000000,-9.64911,52.678209,Clare,Kilkee,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Haroldstown Dolmen,https://carlowtourism.com/haroldstown-dolmen-2,353599000000,-6.6638293,52.8451005,Carlow,,Ireland,
Clonakilty Farmers Market,https://www.facebook.com/clonmarket,353239000000,-8.8899403,51.62303,Cork,Clonakilty,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
HikeandClimb,http://hikeandclimb.ie,353858000000,-6.093650451,53.27505677,Dublin,Dalkey,Ireland,"Climbing,Activity Operator,Walking,Day Tour,Tour"
Dunfanaghy Anglers Association Waters,,+353(0)749136218,-7.969928,55.183295,Donegal,Dunfanaghy,Republic of Ireland,"Fishing,Angling"
Moycullen Farmers Market,https://www.facebook.com/MoycullenCountryMarket/,353873000000,-9.179474,53.336132,Galway,Moycullen,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Hidden Howth Experiences,http://hiddenhowthexperiences.com,+353(0)879781390,-6.068815007,53.38779344,Dublin,Howth,Ireland,"Covid Safety Charter,Walking,Activity Operator,Tour"
Atlantic Ireland Arts and Adventure Holidays,http://www.celtichorizons.ie,+353(0)872662920,-10.1242982,52.2040594,Kerry,Castlegregory,Ireland,"Activity Operator,Tour"
Danny Minnie's Restaurant,http://www.dannyminnies.ie,353750000000,-8.3147703,55.0212641,Donegal,Annagry,Ireland,"Food and Drink,Restaurant,Artisan,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian"
Wicklow Mountains and Glendalough Tour with Wild Atlantic Flights,http://twitter.com/WldAtlanFlights,+353(0)16854150,-6.488323563,53.35231513,Dublin,Lucan,Ireland,"Activity Operator,Tour"
Fallon and Byrne Restaurant,http://www.fallonandbyrne.com,+353(0)14721010,-6.263288415,53.34320123,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Kil'n Time,http://www.kilntime.ie,353749000000,-7.73263355,54.94734556,Donegal,Letterkenny,Ireland,"Craft,Shopping,Activity Operator"
Dolmen Loop,https://www.sportireland.ie/outdoors/walking/trails/lisvarrinane-dolmen-loop,+353(0)6256331,-8.225185157,52.41318466,Tipperary,Glen Of Aherlow,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Thai Orchid,http://www.thaiorchiddublin.com/,+353(0)16719969,-6.259459,53.345729,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
The Stuffed Olive,https://thestuffedolive.wordpress.com,3532755883,-9.450291,51.679088,Cork,Bantry,Ireland,"Covid Safety Charter,Shopping,Shopping Centres and Department Store,Food Shops"
Rosscarbery Farmers Market,http://www.rosscarbery.ie,3532821489,-9.033462,51.577207,Cork,Rosscarbery,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Jenny Vander,https://www.facebook.com/pages/Jenny-Vander/196205753744367?sk=info,353878000000,-6.2633241,53.3420707,Dublin,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Mountbellew Golf Club,http://www.mountbellewgolfclub.ie/,353910000000,-8.53206,53.466166,Galway,Shankill,Ireland,"Golf Course,Golf,Activity Operator"
Glendalough & Powerscourt Gardens Tour – DoDublin Tours,http://dodublin.ie/day-tours/south-dublin-glendalough-powerscourt,+353(0)17033028,-6.260892,53.350453,Dublin,,Ireland,"Activity Operator,Tour"
U2's Dublin - See Dublin by Bike,http://www.seedublinbybike.ie,+353(0)876955976,-6.263863717,53.34196448,Dublin,,Ireland,"Cycling,Activity Operator,Tour"
The Blue Note,https://thisisgalway.ie/drink-galway/the-blue-note,35391589116,-9.059321,53.27007,Galway,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Druids Restaurant At The Lansdowne Hotel,http://www.lansdownehotel.com,+353(0)16682522,-6.241315,53.332243,Dublin,Ballsbridge,Republic of Ireland,"Food and Drink,Restaurant"
Claddagh Arts Centre,https://www.facebook.com/CladdaghArtsCentre,353878000000,-9.0569189,53.26651357,Galway,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
The Cookery School@Donnybrook Fair,https://www.donnybrookfair.ie/cookery-school,+353(0)16683556,-6.24028,53.324269,Dublin,Donnybrook,Republic of Ireland,"Cooking,Cookery,Learning,Activity Operator,Shopping,Local Produce,Food and Drink,Restaurant,Food Shops"
The Yacht Public House,http://www.theyachtbar.ie,+353(0)18336364,-6.215115,53.361683,Dublin,Clontarf,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
SKYPARK,http://www.skypark.ie,353429000000,-6.1859847,54.0401452,Louth,Carlingford,Ireland,"Covid Safety Charter,Climbing,Activity Operator,Zip Lining,Adventure Park,Venue,Sports Venues,Cafe,Food and Drink"
Greystones Golf Club,https://www.greystonesgc.com,35312874136,-6.0737858,53.1389771,Wicklow,Greystones,Ireland,"Golf Course,Golf,Activity Operator"
ESPA at The Europe Hotel & Resort,https://www.theeurope.com/espa-spa-hotels-ireland-kerry,353647000000,-9.5727716,52.0674459,Kerry,Fossa,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Fitness and Leisure,Venue,Spa,Cafe,Food and Drink"
Redmond Restaurant - Woodenbridge Hotel,http://www.woodenbridgehotel.com,35340235146,-6.2349607,52.8322115,Wicklow,Arklow,Ireland,"Food and Drink,Restaurant"
Ollie's Lahinch Surf Centre,https://www.facebook.com/www.oceanscene.ie,+353(0)868120400,-9.347543,52.933632,Clare,Lahinch,Ireland,"Surfing,Activity Operator"
Galway Racecourse,http://www.galwayraces.com,+353(0)91700100,-8.993957,53.298185,Galway,Ballybrit,Republic of Ireland,"Restaurant,Race Course,Venue,Sports Venues,Food and Drink,Pubs and Bar"
The Old Lodge Gastro Pub,https://www.shannonspringshotel.com/eat/old-lodge-gastro-pub,35361364047,-8.8622441,52.715049,Clare,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Keenagh Loop,http://www.irishtrails.ie/Trail/Keenagh-loop/150/,,-9.423306087,54.00152676,Mayo,Crossmolina,Republic of Ireland,Walking
Treacys Bar & Restaurant,http://www.treacys.ie,353579000000,-7.217094,53.067811,Laois,Portlaoise,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Experience Ireland Golf and Travel,http://experienceirelandgolfandtravel.com,353647000000,-9.514223604,52.1002136,Kerry,Killarney,Ireland,"Golf,Activity Operator,Tour"
Redcastle Golf Club,http://www.redcastlehoteldonegal.com/golf/golf-course,353749000000,-7.122708,55.1587991,Donegal,Redcastle,Ireland,"Golf Course,Golf,Activity Operator"
Newgrange and Hill of Tara Tour - Mary Gibbons,http://www.newgrangetours.com,+353(0)863551355,-6.211949,53.331628,Dublin,Sandymount,Republic of Ireland,"Activity Operator,Tour"
Burren Mountain Tours,https://www.burrenmountaintours.com,353868000000,-9.2761489,53.1268699,Clare,Fanore,Ireland,"Agriculture,Nature and Wildlife,Walking,Activity Operator,Tour"
Knockalough - Red Hugh Loop,https://www.sportireland.ie/outdoors/walking/trails/knockalough-red-hugh-loop,+353(0)876076838,-8.018245963,52.70366927,Tipperary,Upperchurch,Ireland,"Walking,Forest Park,Park and Forest Walk"
Find Your Food Adventure,http://www.facebook.com/FindYourFoodAdventureIreland,+353(0)858476307,-9.054074885,53.26974849,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Halpenny's Transport Ltd,http://www.halpennytravel.com,+353(0)429321608,-6.362862,53.972856,Louth,Blackrock,Republic of Ireland,"Covid Safety Charter,Transport,Coach,Road"
Foxy John Moriarty's Bicycle Hire,https://www.ireland.com/en-gb/amazing-places/wild-atlantic-way-clare-to-kerry/all/page/26/1-44768/,353669000000,-10.26934,52.14202,Kerry,Dingle,Republic of Ireland,"Cycling,Bike Rental"
Swinford Golf Club,http://www.swinfordgolf.com,353949000000,-8.9524522,53.9357202,Mayo,Swinford,Ireland,"Golf Course,Golf,Activity Operator"
Seán Óg’s,https://www.facebook.com/seanogslive,353750000000,-8.2967204,55.0714913,Donegal,Middletown,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
White Oak Restaurant - Kilford Arms Hotel,https://www.kilfordarms.ie/dining.html,353568000000,-7.2478558,52.6543598,Kilkenny,,Ireland,"Food and Drink,Restaurant"
Bundoran Waterworld,http://www.waterworldbundoran.com,+353(0)719841172,-8.279783,54.480178,Donegal,Bundoran,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Cafe,Food and Drink,Activity Operator"
The Big Tree Tavern,,+353(0)18557805,-6.260759,53.359812,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Lily of Killarney Watercoach,https://lilyofkillarney.com,353647000000,-9.5318208,52.0415815,Kerry,Killarney,Ireland,"Cruising,Activity Operator,Boat,Tour"
Joe Lawlor Coach & Minibus Service,http://www.joelawlor.com,+353(0)61390080,-8.609881,52.565238,Limerick,Fedamore,Republic of Ireland,"Transport,Coach,Road"
Siopa na bhFíodóirí,http://www.lisbethmulcahy.com,353669000000,-10.2710321,52.1408531,Kerry,Dingle,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Malahide Marina Village Ltd,,+353(0)18454129,-6.15427,53.4558,Dublin,Malahide,Republic of Ireland,"Marina,Venue"
Donegal Coastal Tours,http://donegaltours.com,+353(0)872620670,-8.1096142,54.653827,Donegal,Donegal Town,Ireland,"Activity Operator,Tour"
Brasserie7,http://www.brasserie7.com,+353(0)14707770,-6.2683856,53.34722002,Dublin,,Ireland,"Food and Drink,Restaurant,Vegetarian"
"Allo's Restaurant, Bar & Bistro",https://www.facebook.com/Allosbarbistro,3536822880,-9.4842248,52.4465992,Kerry,Listowel,Ireland,"Food and Drink,Restaurant"
Celtic Jewellers,https://celticdublin.com,35316773737,-6.2605375,53.3400964,Dublin,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Ballynamona Court Cairn,https://www.prehistoricwaterford.com/products/ballinamona,,-7.581712,52.003606,Waterford,Halfway House,Republic of Ireland,
Ballyshannon Cycle Hub,,,-8.160745683,54.50113699,Donegal,Ballyshannon,Republic of Ireland,Cycling
Health and Herbs,https://www.drclareapothecary.com/collections,35391583260,-9.0604751,53.2696814,Galway,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Sea Fishing Brian McGilloway,http://www.killybegsangling.com,353872000000,-8.4428421,54.6359046,Donegal,Killybegs,Ireland,"Fishing,Angling,Activity Operator"
Rossnowlagh Surf School,https://rossnowlaghsurfschool.com,353832000000,-8.2105564,54.5526704,Donegal,Rossnowlagh,Ireland,"Surfing,Activity Operator"
L'Arco Italian Restaurant,http://www.burrenrestaurant.com,353657000000,-9.14875,53.1155915,Clare,Ballyvaughan,Ireland,"Food and Drink,Restaurant"
The Hungry Monk,http://www.thehungrymonk.ie,35312875759,-6.062967,53.144579,Wicklow,Greystones,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Lemon Leaf Café,https://lemonleafcafe.ie,353215000000,-8.524089,51.705563,Cork,Kinsale,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
The Munster Bar,https://www.themunsterbar.com,35351874656,-7.106151,52.2599903,Waterford,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Barr An Chaladh,https://www.facebook.com/barranchaladh,35391895762,-9.04947255,53.27217881,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Gilbert & Wright Clontarf,http://www.gilbertandwright.ie/,+353(0)18338899,-6.230985,53.364439,Dublin,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Errislannan Riding Centre & Connemara Pony Stud,http://www.errislannan-manor-riding.com,3539521134,-10.0695331,53.4810413,Galway,Kill,Ireland,"Horse Riding,Equestrian,Activity Operator"
Knightsbrook Golf Club,http://www.knightsbrook.com,353469000000,-6.764497,53.548514,Meath,Trim,Ireland,"Golf Course,Golf,Activity Operator"
Bernard Kavanagh Coaches,http://www.bkavcoaches.com/,+353(0)568831189,-7.586953,52.719087,Kilkenny,Urlingford,Republic of Ireland,"Covid Safety Charter,Transport,Coach,Road"
The Bayview Bar,https://www.facebook.com/bayviewbardungloe1,353750000000,-8.3609833,54.9511847,Donegal,Dungloe,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Zest! ,www.zestfood.ie,353657000000,-8.6283167,52.6590843,Limerick,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
Wild Atlantic Flights,http://wildatlanticflights.com,+353(0)16854150,-6.488323563,53.35231513,Dublin,,Ireland,"Activity Operator,Tour"
Footgolf Kilkenny,http://www.pocockegolfcentre.com,353568000000,-7.2237857,52.6655421,Kilkenny,,Ireland,"Golf,Activity Operator"
Castlecomer Country Markets,https://www.iomst.ie/market/castlecomer-country-market/,353564000000,-7.209934,52.804065,Kilkenny,Castlecomer,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Glen of Aherlow Nature Park,http://www.aherlow.com,+353(0)6256331,-8.167645617,52.4306208,Tipperary,,Ireland,"Walking,Forest Park,Park and Forest Walk"
West Ireland Cycling,https://westirelandcycling.com,353872000000,-9.05802,53.270207,Galway,Galway City,Ireland,"Covid Safety Charter,Cycling,Activity Operator,Bike Rental,Tour"
The Mezz,http://www.facebook.com/mezzdublin/,+353(0)16707655,-6.264697,53.344689,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Explore Louth Heritage Trail,https://www.visitlouth.ie/explore-and-do/do/tours-and-trails-louth/explore-louth-routes.html,353429000000,-6.405957,53.9979451,Louth,Dundalk,Republic of Ireland,
11 Day Discover Ireland Tour - Vagabond Tours of Ireland,http://twitter.com/vagabondireland,+353(0)14428559,-6.260205158,53.34930563,Wicklow,,Ireland,"Activity Operator,Tour"
Thurles Farmers Market,https://www.facebook.com/thurlesfoodmarket/,353874000000,-7.823385,52.684167,Tipperary,Thurles,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Celtic Stone Monument Tour,,+353(0)2837323,-9.461101122,51.56169847,Cork,Ballydehob,Republic of Ireland,"Activity Operator,Tour"
Kilkenny Foodie Tours,http://kilkennyfoodietours.ie,+353(0)868954961,-7.249516382,52.64976696,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Kinvara Smoked Salmon Limited,https://kinvarasmokedsalmon.com/,+353(0)91637489,-8.934515,53.138495,Galway,Kinvara,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Brennanstown Riding School,http://www.brennanstownrs.ie,35312863778,-6.1341301,53.1806674,Wicklow,,Ireland,"Covid Safety Charter,Horse Riding,Equestrian,Activity Operator"
Outdoor Sketching Workshops (Róisín Curé Art),https://roisincure.com,353872000000,-8.870073784,53.21205553,Galway,Kilcolgan,Ireland,"Craft,Shopping,Learning,Activity Operator"
Artzone,http://www.artzone.ie,+353(0)14990614,-6.301149,53.317293,Dublin,,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator,Food Shops"
Beer Market,http://galwaybaybrewery.com/beermarket,+353(0)12444917,-6.273262081,53.34339749,Dublin,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
McHughs Bar & Venue,http://mchughsvenue.ie,353420000000,-6.3467985,53.7160485,Louth,Drogheda,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Dish Café,https://www.facebook.com/Dish-Tralee-428308500624958/?ref=page_internal&mt_nav=1,353667000000,-9.7077451,52.2702795,Kerry,Tralee,Ireland,"Food and Drink,Restaurant,Cafe"
Achill Cliff House Restaurant,https://www.achillcliff.com/en/restaurant/about-restaurant,3539843400,-10.0810517,53.976098,Mayo,,Ireland,"Food and Drink,Restaurant"
Island Cottage,http://www.islandcottage.com,3532838102,-9.4300323,51.4974262,Cork,,Ireland,"Food and Drink,Restaurant,Seafood"
Wexford Golf Club,http://www.wexfordgolfclub.ie,353539000000,-6.4662443,52.3258921,Wexford,,Ireland,"Golf Course,Golf,Activity Operator"
Memories Gifts,http://www.memoriesboutique.ie/,353429000000,-6.186702,54.039547,Louth,Carlingford,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Portmagee Farmers' Market,https://www.iomst.ie/market/portmagee-farmers-market/,353669000000,-10.36434365,51.88543448,Kerry,Portmagee,Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Harrison's bar and restaurant,http://www.harrisonscliffoney.com,353719000000,-8.4512262,54.4313011,Sligo,Cliffony,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar,Seafood"
Shanahan's on the Green,http://www.shanahans.ie,+353(0)14070939,-6.262309,53.338397,Dublin,,Republic of Ireland,"Food and Drink,Restaurant"
Simply Irish,https://www.facebook.com/SimplyIrishKnitwear/,353864000000,-7.8139719,51.9826994,Cork,Kinsalebeg,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Limerick Genealogy,http://www.limerickgenealogy.com,35361556542,-8.6416919,52.633445,Limerick,Dooradoyle,Ireland,"Activity Operator,Tracing Your Ancestors"
Golden Island Shopping Centre ,http://goldenislandshoppingcentre.ie/,353906000000,-7.9329549,53.4200001,Westmeath,Athlone,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Kinsale Tours,https://kinsaletours.ie/,353873000000,-8.5222327,51.7058853,Cork,Kinsale,Republic of Ireland,"Covid Safety Charter,Activity Operator,Tour"
Sinnott Autos Ltd - Carhire,http://www.sinnottautos.ie,+353(0)40425200,-6.06276061,52.98767382,Wicklow,Wicklow Town,Ireland,"Transport,Coach,Road"
Cois Cuain Gifts,https://www.facebook.com/Cois-Cuain-Gifts-Portmagee-228419515611,353669000000,-10.365981,51.88564,Kerry,Portmagee,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Smugglers Creek,https://smugglerscreekinn.com,353720000000,-8.21295,54.547308,Donegal,Rossnowlagh,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Sqigl Restaurant,https://tasteofireland.com/restaurants/143-Sqigl-Duncannon-New-Ross-Co-Wexford,35351389188,-6.9339501,52.2214657,Wexford,Duncannon,Ireland,"Food and Drink,Restaurant"
Seafari Fun Eco-Nature & Seal Watching Cruises,https://www.seafariireland.com,353647000000,-9.588961,51.872304,Kerry,Kenmare,Ireland,"Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour"
Yeats' Country Antiques,http://www.yeatscountryantiques.ie/,353719000000,-8.4837949,54.319375,Sligo,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
McGrory’s Hotel Bar,https://www.mcgrorys.ie,353749000000,-7.1655699,55.2867208,Donegal,Culdaff,Ireland,"Food and Drink,Pubs and Bar"
Foxrock Golf Club,http://www.foxrockgolfclub.com,35312893992,-6.1852593,53.2715992,Dublin,Foxrock,Ireland,"Golf Course,Golf,Activity Operator"
Explore Donegal,www.exploredonegal.ie,353859000000,-7.8696049,55.131791,Donegal,,Ireland,"Activity Operator,Tour"
